Θユら戳,ユ澄る,Θユ丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖
20200211,202003     ,102906,11642.0,11642.0,11642.0,11642.0,6
20200211,202003     ,103046,11642.0,11642.0,11642.0,11642.0,4
20200211,202003     ,103106,11643.0,11643.0,11643.0,11643.0,6
20200211,202003     ,103258,11645.0,11645.0,11643.0,11645.0,8
20200211,202003     ,103307,11645.0,11645.0,11645.0,11645.0,2
20200211,202003     ,103432,11649.0,11650.0,11649.0,11649.0,6
20200211,202003     ,103523,11650.0,11651.0,11650.0,11651.0,10
20200211,202003     ,103616,11649.0,11652.0,11649.0,11652.0,14
20200211,202003     ,103705,11651.0,11652.0,11651.0,11652.0,8
20200211,202003     ,103802,11652.0,11653.0,11652.0,11653.0,8
20200211,202003     ,103911,11654.0,11656.0,11654.0,11655.0,50
20200211,202003     ,104014,11655.0,11655.0,11652.0,11652.0,6
20200211,202003     ,104101,11653.0,11653.0,11653.0,11653.0,2
20200211,202003     ,104200,11657.0,11662.0,11657.0,11662.0,80
20200211,202003     ,104300,11663.0,11663.0,11662.0,11662.0,6
20200211,202003     ,104400,11661.0,11666.0,11661.0,11666.0,30
20200211,202003     ,104501,11664.0,11667.0,11664.0,11666.0,44
20200211,202003     ,104609,11667.0,11668.0,11659.0,11659.0,44
20200211,202003     ,104809,11662.0,11663.0,11661.0,11663.0,18
20200211,202003     ,104928,11663.0,11663.0,11661.0,11661.0,4
20200211,202003     ,105100,11660.0,11660.0,11659.0,11659.0,20
20200211,202003     ,105219,11663.0,11663.0,11659.0,11659.0,16
20200211,202003     ,105302,11658.0,11659.0,11657.0,11659.0,8
20200211,202003     ,105506,11658.0,11658.0,11657.0,11657.0,44
20200211,202003     ,105649,11655.0,11658.0,11655.0,11657.0,24
20200211,202003     ,105728,11660.0,11661.0,11660.0,11661.0,4
20200211,202003     ,105803,11660.0,11660.0,11660.0,11660.0,6
20200211,202003     ,105915,11660.0,11660.0,11659.0,11659.0,16
20200211,202003     ,110000,11658.0,11658.0,11658.0,11658.0,12
20200211,202003     ,110119,11659.0,11659.0,11655.0,11655.0,70
20200211,202003     ,110203,11653.0,11655.0,11653.0,11655.0,4
20200211,202003     ,110336,11656.0,11657.0,11656.0,11657.0,6
20200211,202003     ,110443,11658.0,11658.0,11658.0,11658.0,6
20200211,202003     ,110527,11661.0,11661.0,11661.0,11661.0,2
20200211,202003     ,110613,11659.0,11659.0,11658.0,11658.0,8
20200211,202003     ,110701,11657.0,11658.0,11657.0,11658.0,4
20200211,202003     ,110908,11658.0,11658.0,11658.0,11658.0,6
20200211,202003     ,111024,11658.0,11661.0,11658.0,11660.0,18
20200211,202003     ,111337,11660.0,11660.0,11660.0,11660.0,4
20200211,202003     ,111501,11660.0,11660.0,11660.0,11660.0,10
20200211,202003     ,111605,11661.0,11661.0,11657.0,11657.0,10
20200211,202003     ,111703,11657.0,11657.0,11652.0,11652.0,14
20200211,202003     ,111800,11650.0,11650.0,11646.0,11649.0,22
20200211,202003     ,111922,11648.0,11649.0,11647.0,11649.0,8
20200211,202003     ,112051,11652.0,11653.0,11652.0,11653.0,6
20200211,202003     ,112104,11650.0,11650.0,11650.0,11650.0,4
20200211,202003     ,112207,11650.0,11650.0,11650.0,11650.0,2
20200211,202003     ,112341,11654.0,11655.0,11654.0,11655.0,12
20200211,202003     ,112512,11655.0,11655.0,11655.0,11655.0,2
20200211,202003     ,112835,11657.0,11657.0,11654.0,11654.0,22
20200211,202003     ,113115,11649.0,11649.0,11649.0,11649.0,2
20200211,202003     ,113220,11650.0,11650.0,11649.0,11649.0,4
20200211,202003     ,113355,11649.0,11651.0,11649.0,11651.0,4
20200211,202003     ,113454,11650.0,11650.0,11650.0,11650.0,2
20200211,202003     ,113528,11650.0,11650.0,11650.0,11650.0,2
20200211,202003     ,113702,11650.0,11650.0,11650.0,11650.0,4
20200211,202003     ,113814,11651.0,11651.0,11651.0,11651.0,2
20200211,202003     ,113915,11651.0,11651.0,11651.0,11651.0,2
20200211,202003     ,114004,11647.0,11647.0,11645.0,11645.0,12
20200211,202003     ,114349,11645.0,11648.0,11645.0,11648.0,6
20200211,202003     ,114457,11651.0,11651.0,11651.0,11651.0,2
20200211,202003     ,114515,11652.0,11652.0,11652.0,11652.0,2
20200211,202003     ,114729,11652.0,11652.0,11652.0,11652.0,2
20200211,202003     ,115224,11652.0,11652.0,11652.0,11652.0,2
20200211,202003     ,115343,11651.0,11655.0,11651.0,11655.0,14
20200211,202003     ,115648,11655.0,11655.0,11655.0,11655.0,2
20200211,202003     ,115822,11653.0,11653.0,11653.0,11653.0,2
20200211,202003     ,115907,11654.0,11655.0,11654.0,11655.0,6
20200211,202003     ,120248,11657.0,11658.0,11657.0,11658.0,10
20200211,202003     ,120321,11658.0,11658.0,11658.0,11658.0,2
20200211,202003     ,120425,11660.0,11662.0,11658.0,11658.0,14
20200211,202003     ,121138,11658.0,11658.0,11658.0,11658.0,2
20200211,202003     ,121200,11653.0,11653.0,11651.0,11651.0,8
20200211,202003     ,121318,11650.0,11650.0,11648.0,11648.0,24
20200211,202003     ,121402,11650.0,11651.0,11650.0,11651.0,6
20200211,202003     ,121510,11651.0,11651.0,11651.0,11651.0,2
20200211,202003     ,121605,11650.0,11651.0,11649.0,11649.0,16
20200211,202003     ,121748,11649.0,11650.0,11648.0,11650.0,6
20200211,202003     ,121835,11650.0,11650.0,11650.0,11650.0,4
20200211,202003     ,121904,11648.0,11648.0,11648.0,11648.0,6
20200211,202003     ,122022,11648.0,11648.0,11648.0,11648.0,8
20200211,202003     ,122128,11647.0,11647.0,11644.0,11647.0,10
20200211,202003     ,122213,11645.0,11645.0,11645.0,11645.0,6
20200211,202003     ,122312,11644.0,11644.0,11644.0,11644.0,2
20200211,202003     ,122407,11647.0,11647.0,11647.0,11647.0,2
20200211,202003     ,122509,11647.0,11647.0,11647.0,11647.0,8
20200211,202003     ,122617,11646.0,11646.0,11645.0,11645.0,4
20200211,202003     ,122743,11645.0,11645.0,11642.0,11642.0,14
20200211,202003     ,122848,11644.0,11644.0,11643.0,11643.0,6
20200211,202003     ,122912,11644.0,11644.0,11644.0,11644.0,4
20200211,202003     ,123001,11645.0,11645.0,11643.0,11643.0,10
20200211,202003     ,123249,11642.0,11642.0,11642.0,11642.0,6
20200211,202003     ,123326,11643.0,11643.0,11643.0,11643.0,8
20200211,202003     ,123411,11643.0,11643.0,11642.0,11642.0,6
20200211,202003     ,123501,11641.0,11641.0,11635.0,11637.0,92
20200211,202003     ,123644,11636.0,11636.0,11635.0,11635.0,20
20200211,202003     ,123710,11636.0,11636.0,11636.0,11636.0,2
20200211,202003     ,123801,11634.0,11637.0,11634.0,11637.0,12
20200211,202003     ,124046,11636.0,11637.0,11636.0,11637.0,4
20200211,202003     ,124108,11638.0,11638.0,11638.0,11638.0,4
20200211,202003     ,124249,11638.0,11640.0,11638.0,11640.0,8
20200211,202003     ,124320,11641.0,11641.0,11641.0,11641.0,2
20200211,202003     ,124440,11642.0,11642.0,11641.0,11641.0,8
20200211,202003     ,124718,11640.0,11640.0,11640.0,11640.0,2
20200211,202003     ,124809,11639.0,11639.0,11639.0,11639.0,2
20200211,202003     ,124959,11644.0,11644.0,11644.0,11644.0,4
20200211,202003     ,125003,11645.0,11645.0,11645.0,11645.0,2
20200211,202003     ,125120,11645.0,11645.0,11645.0,11645.0,4
20200211,202003     ,125222,11643.0,11643.0,11643.0,11643.0,2
20200211,202003     ,125302,11646.0,11647.0,11646.0,11647.0,6
20200211,202003     ,125502,11649.0,11650.0,11647.0,11647.0,12
20200211,202003     ,125813,11647.0,11647.0,11643.0,11643.0,10
20200211,202003     ,125904,11647.0,11647.0,11644.0,11644.0,16
20200211,202003     ,130026,11645.0,11645.0,11645.0,11645.0,2
20200211,202003     ,130147,11645.0,11645.0,11643.0,11643.0,4
20200211,202003     ,130250,11645.0,11645.0,11645.0,11645.0,2
20200211,202003     ,130311,11648.0,11648.0,11648.0,11648.0,4
20200211,202003     ,130448,11647.0,11647.0,11646.0,11646.0,6
20200211,202003     ,130619,11646.0,11646.0,11646.0,11646.0,2
20200211,202003     ,131000,11645.0,11645.0,11645.0,11645.0,2
20200211,202003     ,131120,11648.0,11648.0,11648.0,11648.0,4
20200211,202003     ,131233,11648.0,11648.0,11647.0,11647.0,4
20200211,202003     ,131333,11650.0,11650.0,11650.0,11650.0,4
20200211,202003     ,131505,11649.0,11650.0,11648.0,11649.0,8
20200211,202003     ,131849,11650.0,11651.0,11649.0,11649.0,44
20200211,202003     ,131922,11650.0,11650.0,11650.0,11650.0,2
20200211,202003     ,132011,11650.0,11650.0,11650.0,11650.0,8
20200211,202003     ,132128,11654.0,11655.0,11653.0,11653.0,14
20200211,202003     ,132228,11654.0,11655.0,11653.0,11653.0,8
20200211,202003     ,132300,11652.0,11652.0,11652.0,11652.0,4
20200211,202003     ,132402,11652.0,11654.0,11652.0,11652.0,10
20200211,202003     ,132511,11654.0,11654.0,11649.0,11651.0,26
20200211,202003     ,132617,11652.0,11652.0,11646.0,11646.0,6
20200211,202003     ,132714,11645.0,11645.0,11645.0,11645.0,4
20200211,202003     ,132819,11644.0,11644.0,11644.0,11644.0,16
20200211,202003     ,132903,11649.0,11649.0,11644.0,11644.0,12
20200211,202003     ,133012,11644.0,11645.0,11641.0,11641.0,26
20200211,202003     ,133127,11642.0,11642.0,11638.0,11640.0,8
20200211,202003     ,133251,11640.0,11640.0,11640.0,11640.0,4
20200211,202003     ,133311,11639.0,11639.0,11638.0,11638.0,4
20200211,202003     ,133409,11638.0,11640.0,11638.0,11640.0,4
20200211,202003     ,133501,11640.0,11640.0,11640.0,11640.0,4
20200211,202003     ,133611,11640.0,11640.0,11640.0,11640.0,4
20200211,202003     ,133706,11640.0,11641.0,11640.0,11641.0,6
20200211,202003     ,133841,11640.0,11640.0,11640.0,11640.0,8
20200211,202003     ,133948,11642.0,11642.0,11642.0,11642.0,2
20200211,202003     ,134020,11640.0,11640.0,11640.0,11640.0,2
20200211,202003     ,134101,11641.0,11643.0,11641.0,11643.0,4
20200211,202003     ,134219,11643.0,11644.0,11642.0,11642.0,24
20200211,202003     ,134401,11644.0,11644.0,11642.0,11644.0,12
20200211,202004     ,84500,11643.0,11645.0,11642.0,11645.0,16
20200211,202004     ,84641,11574.0,11590.0,11574.0,11590.0,12
20200211,202004     ,84942,11595.0,11600.0,11595.0,11600.0,12
20200211,202004     ,85010,11591.0,11591.0,11591.0,11591.0,4
20200211,202004     ,85253,11590.0,11590.0,11590.0,11590.0,6
20200211,202004     ,85508,11589.0,11589.0,11588.0,11588.0,4
20200211,202004     ,85638,11584.0,11584.0,11583.0,11583.0,4
20200211,202004     ,85751,11586.0,11586.0,11586.0,11586.0,2
20200211,202004     ,85829,11586.0,11586.0,11586.0,11586.0,2
20200211,202004     ,85921,11586.0,11586.0,11585.0,11585.0,6
20200211,202004     ,90004,11581.0,11581.0,11581.0,11581.0,2
20200211,202004     ,90105,11578.0,11578.0,11578.0,11578.0,2
20200211,202004     ,90325,11577.0,11577.0,11576.0,11576.0,4
20200211,202004     ,90602,11588.0,11589.0,11588.0,11589.0,4
20200211,202004     ,90803,11580.0,11580.0,11570.0,11570.0,8
20200211,202004     ,90901,11566.0,11573.0,11566.0,11573.0,4
20200211,202004     ,91001,11577.0,11577.0,11577.0,11577.0,2
20200211,202004     ,91319,11580.0,11580.0,11580.0,11580.0,4
20200211,202004     ,91428,11575.0,11575.0,11575.0,11575.0,2
20200211,202004     ,91534,11580.0,11580.0,11580.0,11580.0,2
20200211,202004     ,91603,11583.0,11583.0,11583.0,11583.0,2
20200211,202004     ,91803,11592.0,11598.0,11592.0,11598.0,6
20200211,202004     ,91911,11598.0,11608.0,11598.0,11608.0,8
20200211,202004     ,92040,11610.0,11610.0,11608.0,11608.0,4
20200211,202004     ,92138,11611.0,11611.0,11611.0,11611.0,2
20200211,202004     ,92254,11602.0,11602.0,11602.0,11602.0,4
20200211,202004     ,92332,11599.0,11599.0,11599.0,11599.0,2
20200211,202004     ,92507,11597.0,11597.0,11597.0,11597.0,6
20200211,202004     ,92745,11595.0,11595.0,11595.0,11595.0,2
20200211,202004     ,93004,11590.0,11590.0,11585.0,11585.0,8
20200211,202004     ,93115,11585.0,11585.0,11584.0,11584.0,4
20200211,202004     ,93200,11595.0,11595.0,11595.0,11595.0,2
20200211,202004     ,93700,11595.0,11595.0,11595.0,11595.0,2
20200211,202004     ,93928,11585.0,11585.0,11585.0,11585.0,2
20200211,202004     ,94012,11595.0,11595.0,11595.0,11595.0,2
20200211,202004     ,94146,11600.0,11601.0,11600.0,11601.0,8
20200211,202004     ,94302,11604.0,11604.0,11604.0,11604.0,2
20200211,202004     ,94413,11601.0,11601.0,11601.0,11601.0,2
20200211,202004     ,94532,11598.0,11601.0,11598.0,11601.0,4
20200211,202004     ,94623,11610.0,11611.0,11610.0,11611.0,4
20200211,202004     ,94839,11612.0,11612.0,11605.0,11605.0,4
20200211,202004     ,95014,11612.0,11620.0,11612.0,11620.0,12
20200211,202004     ,100143,11599.0,11599.0,11599.0,11599.0,2
20200211,202004     ,100349,11614.0,11614.0,11614.0,11614.0,2
20200211,202004     ,100459,11612.0,11612.0,11612.0,11612.0,2
20200211,202004     ,100515,11614.0,11614.0,11614.0,11614.0,2
20200211,202004     ,100933,11617.0,11617.0,11617.0,11617.0,2
20200211,202004     ,101017,11614.0,11614.0,11614.0,11614.0,2
20200211,202004     ,101210,11613.0,11614.0,11613.0,11614.0,4
20200211,202004     ,101329,11615.0,11615.0,11615.0,11615.0,2
20200211,202004     ,101723,11612.0,11612.0,11612.0,11612.0,2
20200211,202004     ,102025,11617.0,11617.0,11616.0,11616.0,4
20200211,202004     ,102215,11623.0,11623.0,11623.0,11623.0,12
20200211,202004     ,102311,11618.0,11618.0,11618.0,11618.0,2
20200211,202004     ,102659,11617.0,11620.0,11617.0,11620.0,4
20200211,202004     ,102759,11612.0,11612.0,11612.0,11612.0,2
20200211,202004     ,102901,11610.0,11610.0,11610.0,11610.0,2
20200211,202004     ,103053,11610.0,11612.0,11610.0,11612.0,14
20200211,202004     ,103106,11613.0,11613.0,11613.0,11613.0,6
20200211,202004     ,103304,11614.0,11614.0,11614.0,11614.0,6
20200211,202004     ,103618,11617.0,11618.0,11617.0,11618.0,8
20200211,202004     ,103819,11620.0,11620.0,11620.0,11620.0,2
20200211,202004     ,104102,11621.0,11622.0,11621.0,11622.0,4
20200211,202004     ,104201,11625.0,11630.0,11625.0,11630.0,8
20200211,202004     ,104349,11631.0,11631.0,11631.0,11631.0,4
20200211,202004     ,104551,11633.0,11633.0,11633.0,11633.0,2
20200211,202004     ,104601,11629.0,11630.0,11629.0,11630.0,8
20200211,202004     ,104729,11630.0,11632.0,11630.0,11632.0,6
20200211,202004     ,105009,11630.0,11630.0,11630.0,11630.0,2
20200211,202004     ,105100,11628.0,11629.0,11628.0,11629.0,10
20200211,202004     ,105516,11631.0,11631.0,11631.0,11631.0,2
20200211,202004     ,105635,11624.0,11627.0,11624.0,11627.0,4
20200211,202004     ,110114,11628.0,11628.0,11628.0,11628.0,6
20200211,202004     ,110203,11621.0,11623.0,11621.0,11623.0,8
20200211,202004     ,110558,11624.0,11625.0,11624.0,11625.0,10
20200211,202004     ,110614,11625.0,11625.0,11625.0,11625.0,2
20200211,202004     ,110908,11626.0,11626.0,11626.0,11626.0,6
20200211,202004     ,111935,11626.0,11629.0,11626.0,11629.0,20
20200211,202004     ,113357,11621.0,11622.0,11621.0,11622.0,4
20200211,202004     ,113924,11620.0,11620.0,11620.0,11620.0,2
20200211,202004     ,114249,11615.0,11615.0,11614.0,11614.0,4
20200211,202004     ,114551,11618.0,11618.0,11618.0,11618.0,2
20200211,202004     ,115519,11622.0,11622.0,11622.0,11622.0,2
20200211,202004     ,115903,11624.0,11624.0,11624.0,11624.0,2
20200211,202004     ,122022,11624.0,11624.0,11624.0,11624.0,4
20200211,202004     ,122617,11615.0,11615.0,11615.0,11615.0,2
20200211,202004     ,123049,11613.0,11613.0,11613.0,11613.0,2
20200211,202004     ,123142,11610.0,11610.0,11610.0,11610.0,6
20200211,202004     ,123814,11610.0,11610.0,11610.0,11610.0,2
20200211,202004     ,124633,11605.0,11605.0,11602.0,11602.0,4
20200211,202004     ,125807,11607.0,11607.0,11607.0,11607.0,12
20200211,202004     ,130230,11614.0,11614.0,11614.0,11614.0,2
20200211,202004     ,130501,11615.0,11615.0,11615.0,11615.0,2
20200211,202004     ,130605,11615.0,11615.0,11615.0,11615.0,2
20200211,202004     ,132014,11614.0,11614.0,11614.0,11614.0,2
20200211,202004     ,132558,11622.0,11623.0,11622.0,11623.0,4
20200211,202006     ,84503,11615.0,11615.0,11615.0,11615.0,2
20200211,202006     ,84805,11550.0,11550.0,11550.0,11550.0,2
20200211,202006     ,85321,11568.0,11568.0,11568.0,11568.0,2
20200211,202006     ,85507,11555.0,11556.0,11555.0,11556.0,4
20200211,202006     ,85653,11553.0,11553.0,11553.0,11553.0,2
20200211,202006     ,90332,11555.0,11555.0,11555.0,11555.0,2
20200211,202006     ,90401,11560.0,11560.0,11557.0,11557.0,4
20200211,202006     ,90505,11553.0,11553.0,11553.0,11553.0,4
20200211,202006     ,90835,11557.0,11557.0,11557.0,11557.0,2
20200211,202006     ,91010,11537.0,11537.0,11537.0,11537.0,2
20200211,202006     ,91417,11548.0,11548.0,11547.0,11547.0,4
20200211,202006     ,91731,11547.0,11550.0,11547.0,11550.0,4
20200211,202006     ,91808,11560.0,11560.0,11560.0,11560.0,2
20200211,202006     ,91916,11566.0,11577.0,11566.0,11577.0,16
20200211,202006     ,92138,11580.0,11580.0,11580.0,11580.0,2
20200211,202006     ,92209,11570.0,11570.0,11570.0,11570.0,2
20200211,202006     ,94018,11574.0,11574.0,11574.0,11574.0,2
20200211,202006     ,94146,11570.0,11570.0,11570.0,11570.0,2
20200211,202006     ,94533,11572.0,11572.0,11572.0,11572.0,2
20200211,202006     ,94839,11580.0,11580.0,11580.0,11580.0,6
20200211,202006     ,100500,11580.0,11588.0,11580.0,11588.0,6
20200211,202006     ,102023,11583.0,11583.0,11583.0,11583.0,4
20200211,202006     ,102924,11588.0,11590.0,11588.0,11590.0,4
20200211,202006     ,103107,11580.0,11580.0,11580.0,11580.0,2
20200211,202006     ,103203,11581.0,11581.0,11581.0,11581.0,38
20200211,202006     ,103617,11581.0,11581.0,11581.0,11581.0,2
20200211,202006     ,103802,11588.0,11588.0,11588.0,11588.0,2
20200211,202006     ,104046,11590.0,11590.0,11590.0,11590.0,2
20200211,202006     ,104132,11592.0,11592.0,11592.0,11592.0,2
20200211,202006     ,104340,11595.0,11595.0,11595.0,11595.0,2
20200211,202006     ,105510,11600.0,11600.0,11600.0,11600.0,6
20200211,202006     ,110311,11590.0,11590.0,11590.0,11590.0,4
20200211,202006     ,111551,11593.0,11593.0,11593.0,11593.0,4
20200211,202006     ,112904,11595.0,11595.0,11595.0,11595.0,4
20200211,202006     ,113132,11587.0,11587.0,11587.0,11587.0,2
20200211,202006     ,113445,11587.0,11587.0,11587.0,11587.0,2
20200211,202006     ,115910,11589.0,11589.0,11589.0,11589.0,2
20200211,202006     ,122617,11593.0,11593.0,11593.0,11593.0,2
20200211,202006     ,123701,11580.0,11580.0,11580.0,11580.0,2
20200211,202006     ,125819,11570.0,11570.0,11570.0,11570.0,2
20200211,202006     ,131305,11580.0,11580.0,11580.0,11580.0,2
20200211,202006     ,131734,11587.0,11587.0,11587.0,11587.0,6
20200211,202006     ,132258,11587.0,11588.0,11587.0,11588.0,10
20200211,202006     ,132920,11588.0,11588.0,11588.0,11588.0,2
20200211,202006     ,133516,11580.0,11580.0,11580.0,11580.0,2
20200211,202006     ,134052,11574.0,11574.0,11574.0,11574.0,2
20200211,202009     ,85600,11580.0,11580.0,11580.0,11580.0,2
20200211,202009     ,90332,11190.0,11190.0,11190.0,11190.0,2
20200211,202009     ,90612,11200.0,11200.0,11200.0,11200.0,2
20200211,202009     ,90708,11185.0,11185.0,11185.0,11185.0,2
20200211,202009     ,90835,11180.0,11181.0,11180.0,11181.0,4
20200211,202009     ,91417,11177.0,11177.0,11177.0,11177.0,2
20200211,202009     ,91602,11187.0,11187.0,11187.0,11187.0,2
20200211,202009     ,91731,11200.0,11200.0,11200.0,11200.0,2
20200211,202009     ,91810,11200.0,11200.0,11200.0,11200.0,2
20200211,202009     ,91900,11211.0,11211.0,11211.0,11211.0,2
20200211,202009     ,92727,11218.0,11218.0,11218.0,11218.0,14
20200211,202009     ,94018,11201.0,11201.0,11201.0,11201.0,2
20200211,202009     ,94533,11210.0,11210.0,11210.0,11210.0,2
20200211,202009     ,94614,11220.0,11220.0,11220.0,11220.0,2
20200211,202009     ,103154,11221.0,11221.0,11221.0,11221.0,16
20200211,202009     ,103203,11221.0,11221.0,11221.0,11221.0,2
20200211,202009     ,103359,11221.0,11221.0,11221.0,11221.0,2
20200211,202009     ,103549,11225.0,11225.0,11225.0,11225.0,2
20200211,202009     ,103802,11228.0,11228.0,11228.0,11228.0,2
20200211,202009     ,104803,11231.0,11231.0,11231.0,11231.0,2
20200211,202009     ,105153,11237.0,11237.0,11237.0,11237.0,2
20200211,202009     ,113445,11236.0,11236.0,11236.0,11236.0,6
20200211,202009     ,120325,11229.0,11229.0,11229.0,11229.0,2
20200211,202009     ,120433,11236.0,11236.0,11236.0,11236.0,2
20200211,202009     ,122617,11233.0,11233.0,11233.0,11233.0,2
20200211,202009     ,125819,11220.0,11220.0,11220.0,11220.0,4
20200211,202009     ,131305,11220.0,11220.0,11220.0,11220.0,2
20200211,202012     ,84500,11227.0,11228.0,11227.0,11228.0,6
20200211,202012     ,84654,11124.0,11139.0,11124.0,11139.0,8
20200211,202012     ,85030,11149.0,11149.0,11149.0,11149.0,2
20200211,202012     ,85533,11135.0,11135.0,11135.0,11135.0,2
20200211,202012     ,85633,11128.0,11128.0,11128.0,11128.0,2
20200211,202012     ,90332,11135.0,11135.0,11135.0,11135.0,2
20200211,202012     ,91602,11140.0,11140.0,11140.0,11140.0,2
20200211,202012     ,91826,11139.0,11144.0,11139.0,11144.0,6
20200211,202012     ,91900,11156.0,11156.0,11156.0,11156.0,2
20200211,202012     ,92158,11159.0,11159.0,11159.0,11159.0,2
20200211,202012     ,92316,11152.0,11152.0,11152.0,11152.0,2
20200211,202012     ,92545,11143.0,11143.0,11143.0,11143.0,2
20200211,202012     ,92748,11143.0,11143.0,11143.0,11143.0,2
20200211,202012     ,94031,11135.0,11135.0,11135.0,11135.0,4
20200211,202012     ,94843,11154.0,11154.0,11154.0,11154.0,2
20200211,202012     ,100957,11168.0,11169.0,11168.0,11169.0,4
20200211,202012     ,102024,11163.0,11163.0,11163.0,11163.0,4
20200211,202012     ,104701,11171.0,11171.0,11171.0,11171.0,2
20200211,202012     ,105457,11180.0,11180.0,11180.0,11180.0,2
20200211,202012     ,110722,11175.0,11175.0,11175.0,11175.0,6
20200211,202012     ,111043,11175.0,11175.0,11175.0,11175.0,2
20200211,202012     ,111556,11178.0,11178.0,11178.0,11178.0,4
20200211,202012     ,112317,11178.0,11178.0,11178.0,11178.0,2
20200211,202012     ,114002,11177.0,11177.0,11177.0,11177.0,4
20200211,202012     ,114720,11167.0,11167.0,11167.0,11167.0,2
20200211,202012     ,115243,11170.0,11170.0,11170.0,11170.0,2
20200211,202012     ,125302,11172.0,11172.0,11172.0,11172.0,2
20200211,202012     ,133000,11166.0,11166.0,11166.0,11166.0,2
