Date,Open,High,Low,Close,NextClose,LSTM_pred,predªº§PÂ_,¹ê»Úªº§PÂ_,·Ç½T/¿ù»~
2018/8/2,0.975975976,0.945488722,0.906547619,0.890461538,0.951384615,0.89379275,º¦,º¦,·Ç½T
2018/8/3,0.907507508,0.901002506,0.945833333,0.951384615,0.958769231,0.9178865,¶^,º¦,¿ù»~
2018/8/6,0.941141141,0.937969925,0.9625,0.958769231,0.950153846,0.9341655,¶^,¶^,·Ç½T
2018/8/7,0.938738739,0.917293233,0.95952381,0.950153846,1,0.9286398,¶^,º¦,¿ù»~
2018/8/8,0.947147147,0.959273183,0.986904762,1,0.980307692,0.9594544,¶^,¶^,·Ç½T
2018/8/9,0.965765766,0.939223058,0.970238095,0.980307692,0.944615385,0.9533011,¶^,¶^,·Ç½T
2018/8/10,0.929129129,0.929197995,0.960714286,0.944615385,0.820307692,0.92366624,¶^,¶^,·Ç½T
2018/8/13,0.892492492,0.860275689,0.805357143,0.820307692,0.859076923,0.8172413,¶^,º¦,¿ù»~
2018/8/14,0.821621622,0.80952381,0.843452381,0.859076923,0.808,0.8319584,¶^,¶^,·Ç½T
2018/8/15,0.848048048,0.815789474,0.807738095,0.808,0.779076923,0.80240786,¶^,¶^,·Ç½T
2018/8/16,0.712912913,0.742481203,0.745238095,0.779076923,0.756307692,0.7440219,¶^,¶^,·Ç½T
2018/8/17,0.780780781,0.747493734,0.778571429,0.756307692,0.826461538,0.7534232,¶^,º¦,¿ù»~
2018/8/21,0.765765766,0.773809524,0.799404762,0.826461538,0.824615385,0.7926149,¶^,¶^,·Ç½T
2018/8/22,0.798198198,0.786967419,0.829761905,0.824615385,0.872615385,0.80533797,¶^,º¦,¿ù»~
2018/8/23,0.824024024,0.818295739,0.844642857,0.872615385,0.839384615,0.83965874,¶^,¶^,·Ç½T
2018/8/24,0.833633634,0.808897243,0.826785714,0.839384615,0.899692308,0.8217703,¶^,º¦,¿ù»~
2018/8/27,0.845645646,0.847744361,0.881547619,0.899692308,0.943384615,0.8649695,¶^,º¦,¿ù»~
2018/8/28,0.914114114,0.902882206,0.95,0.943384615,0.984,0.9165319,¶^,º¦,¿ù»~
2018/8/30,1,1,1,0.984,0.983384615,0.9689681,¶^,¶^,·Ç½T
2018/8/31,0.932132132,0.930451128,0.960714286,0.983384615,0.929846154,0.94334745,¶^,¶^,·Ç½T
2018/9/3,0.954954955,0.943609023,0.94047619,0.929846154,0.971076923,0.91861606,¶^,º¦,¿ù»~
2018/9/4,0.924924925,0.917919799,0.95,0.971076923,0.939076923,0.9336102,¶^,¶^,·Ç½T
2018/9/5,0.930930931,0.928571429,0.957738095,0.939076923,0.908923077,0.92111087,¶^,¶^,·Ç½T
2018/9/6,0.899099099,0.884085213,0.908333333,0.908923077,0.874461538,0.8892237,¶^,¶^,·Ç½T
2018/9/7,0.865465465,0.847744361,0.871428571,0.874461538,0.806153846,0.8562109,¶^,¶^,·Ç½T
2018/9/10,0.866066066,0.840225564,0.814880952,0.806153846,0.807384615,0.80518013,¶^,º¦,¿ù»~
2018/9/11,0.801801802,0.769423559,0.799404762,0.807384615,0.795692308,0.79201996,¶^,¶^,·Ç½T
2018/9/13,0.790990991,0.776942356,0.81547619,0.795692308,0.897230769,0.7851584,¶^,º¦,¿ù»~
2018/9/14,0.817417417,0.844611529,0.852380952,0.897230769,0.835076923,0.85124207,¶^,¶^,·Ç½T
2018/9/18,0.819219219,0.801378446,0.846428571,0.835076923,0.893538462,0.81922007,¶^,º¦,¿ù»~
2018/9/19,0.846246246,0.837719298,0.880952381,0.893538462,0.876307692,0.861861,¶^,¶^,·Ç½T
2018/9/20,0.893093093,0.866541353,0.883928571,0.876307692,0.953846154,0.8658178,¶^,º¦,¿ù»~
2018/9/21,0.89009009,0.90037594,0.901785714,0.953846154,0.958153846,0.90807235,¶^,º¦,¿ù»~
2018/9/25,0.923123123,0.912907268,0.95,0.958153846,0.952615385,0.92668045,¶^,¶^,·Ç½T
2018/9/26,0.924924925,0.909774436,0.958333333,0.952615385,0.958769231,0.925395,¶^,º¦,¿ù»~
2018/9/27,0.92012012,0.922305764,0.950595238,0.958769231,0.942153846,0.9261894,¶^,¶^,·Ç½T
2018/9/28,0.953753754,0.939849624,0.941666667,0.942153846,0.973538462,0.9262439,¶^,º¦,¿ù»~
2018/10/1,0.927927928,0.926691729,0.968452381,0.973538462,0.895384615,0.93800944,¶^,¶^,·Ç½T
2018/10/2,0.950750751,0.922305764,0.913095238,0.895384615,0.881230769,0.89342284,¶^,¶^,·Ç½T
2018/10/3,0.875075075,0.861528822,0.896428571,0.881230769,0.781538462,0.86656487,¶^,¶^,·Ç½T
2018/10/4,0.840840841,0.808897243,0.80297619,0.781538462,0.670153846,0.7838849,º¦,¶^,¿ù»~
2018/10/5,0.741741742,0.710526316,0.65,0.670153846,0.637538462,0.6693463,¶^,¶^,·Ç½T
2018/10/9,0.641441441,0.607142857,0.65952381,0.637538462,0.134153846,0.63382494,¶^,¶^,·Ç½T
2018/10/11,0.362162162,0.286967419,0.405357143,0.134153846,0.322461538,0.24278262,º¦,º¦,·Ç½T
2018/10/12,0.187987988,0.288220551,0.394642857,0.322461538,0.268307692,0.28301483,¶^,¶^,·Ç½T
2018/10/15,0.285885886,0.243107769,0.306547619,0.268307692,0.324307692,0.27564824,º¦,º¦,·Ç½T
2018/10/16,0.277477477,0.283834586,0.314880952,0.324307692,0.337230769,0.3064074,¶^,º¦,¿ù»~
2018/10/17,0.376576577,0.288220551,0.393452381,0.337230769,0.283076923,0.3556987,º¦,¶^,¿ù»~
2018/10/18,0.3003003,0.280075188,0.320833333,0.283076923,0.296,0.28781176,º¦,º¦,·Ç½T
2018/10/19,0.198198198,0.234962406,0.242857143,0.296,0.314461538,0.2540177,¶^,º¦,¿ù»~
2018/10/22,0.234234234,0.271303258,0.251190476,0.314461538,0.187076923,0.27713597,¶^,¶^,·Ç½T
2018/10/23,0.241441441,0.194235589,0.228571429,0.187076923,0.179076923,0.2030576,º¦,¶^,¿ù»~
2018/10/24,0.198198198,0.157894737,0.169047619,0.179076923,0.038153846,0.18003748,º¦,¶^,¿ù»~
2018/10/25,0,0.011278195,0.044642857,0.038153846,0,0.052934818,º¦,¶^,¿ù»~
2018/10/26,0.074474474,0.021303258,0,0,0.030153846,0.050789237,º¦,º¦,·Ç½T
2018/10/29,0.062462462,0,0.05297619,0.030153846,0.061538462,0.0571364,º¦,º¦,·Ç½T
2018/10/30,0.025225225,0.01566416,0.073809524,0.061538462,0.184615385,0.061157793,¶^,º¦,¿ù»~
2018/10/31,0.103303303,0.130952381,0.149404762,0.184615385,0.216615385,0.15439595,¶^,º¦,¿ù»~
2018/11/1,0.183183183,0.171052632,0.210714286,0.216615385,0.268923077,0.2064549,¶^,º¦,¿ù»~
2018/11/2,0.256456456,0.206140351,0.2625,0.268923077,0.232615385,0.26348296,¶^,¶^,·Ç½T
2018/11/5,0.225825826,0.169172932,0.232142857,0.232615385,0.206769231,0.23150809,¶^,¶^,·Ç½T
2018/11/6,0.24024024,0.194862155,0.23452381,0.206769231,0.249846154,0.21538217,º¦,º¦,·Ç½T
2018/11/7,0.211411411,0.207393484,0.254166667,0.249846154,0.295384615,0.23855822,¶^,º¦,¿ù»~
2018/11/8,0.327327327,0.277568922,0.32797619,0.295384615,0.207384615,0.30369818,º¦,¶^,¿ù»~
2018/11/9,0.273273273,0.213659148,0.2375,0.207384615,0.175384615,0.2236412,º¦,¶^,¿ù»~
2018/11/13,0.106306306,0.124686717,0.103571429,0.175384615,0.198153846,0.14396554,¶^,º¦,¿ù»~
2018/11/14,0.196996997,0.148496241,0.221428571,0.198153846,0.233846154,0.20254447,º¦,º¦,·Ç½T
2018/11/15,0.208408408,0.171679198,0.207738095,0.233846154,0.211692308,0.22310548,¶^,¶^,·Ç½T
2018/11/16,0.263663664,0.213032581,0.2375,0.211692308,0.231384615,0.22361444,º¦,º¦,·Ç½T
2018/11/19,0.207207207,0.175438596,0.251190476,0.231384615,0.176615385,0.22894092,¶^,¶^,·Ç½T
2018/11/20,0.18978979,0.15726817,0.204166667,0.176615385,0.187692308,0.18204017,º¦,º¦,·Ç½T
2018/11/21,0.134534535,0.123433584,0.157738095,0.187692308,0.178461538,0.16979468,¶^,¶^,·Ç½T
2018/11/22,0.206006006,0.144110276,0.214880952,0.178461538,0.120615385,0.19117649,º¦,¶^,¿ù»~
2018/11/23,0.175375375,0.121553885,0.163095238,0.120615385,0.211692308,0.14183082,º¦,º¦,·Ç½T
2018/11/26,0.147147147,0.194862155,0.188690476,0.211692308,0.195076923,0.18691787,¶^,¶^,·Ç½T
2018/11/27,0.182582583,0.135338346,0.181547619,0.195076923,0.274461538,0.19172643,¶^,º¦,¿ù»~
2018/11/28,0.214414414,0.213659148,0.233928571,0.274461538,0.278769231,0.24930342,¶^,º¦,¿ù»~
2018/11/29,0.336936937,0.281954887,0.310714286,0.278769231,0.264,0.29088777,º¦,¶^,¿ù»~
2018/11/30,0.286486486,0.248120301,0.302380952,0.264,0.429538462,0.27153158,º¦,º¦,·Ç½T
2018/12/3,0.353753754,0.386591479,0.393452381,0.429538462,0.380307692,0.39740765,¶^,¶^,·Ç½T
2018/12/4,0.394594595,0.347744361,0.413095238,0.380307692,0.279384615,0.38501185,º¦,¶^,¿ù»~
2018/12/5,0.286486486,0.255012531,0.311904762,0.279384615,0.153846154,0.28265506,º¦,¶^,¿ù»~
2018/12/6,0.234234234,0.172305764,0.170833333,0.153846154,0.198769231,0.17374827,º¦,º¦,·Ç½T
2018/12/7,0.187387387,0.140350877,0.208333333,0.198769231,0.124307692,0.19938762,º¦,¶^,¿ù»~
2018/12/10,0.121921922,0.054511278,0.170833333,0.124307692,0.242461538,0.13882674,º¦,º¦,·Ç½T
2018/12/12,0.201801802,0.180451128,0.229761905,0.242461538,0.265846154,0.23001875,¶^,º¦,¿ù»~
2018/12/13,0.245045045,0.208646617,0.268452381,0.265846154,0.188307692,0.2596595,¶^,¶^,·Ç½T
2018/12/14,0.229429429,0.169172932,0.200595238,0.188307692,0.225230769,0.19833405,º¦,º¦,·Ç½T
2018/12/17,0.198198198,0.179824561,0.22797619,0.225230769,0.180923077,0.21768932,¶^,¶^,·Ç½T
2018/12/18,0.177177177,0.135338346,0.207738095,0.180923077,0.211692308,0.18551137,º¦,º¦,·Ç½T
2018/12/19,0.201201201,0.149749373,0.231547619,0.211692308,0.133538462,0.21425174,º¦,¶^,¿ù»~
,,,,,,,,,
,,,,,,,,·Ç½T¦¸¼Æ,59
,,,,,,,,¿ù»~¦¸¼Æ,50
,,,,,,,,Á`¦¸¼Æ,109
,,,,,,,,·Ç½T²v,0.541284403669725
