日期,交割月份,時間,Open,High,Low,Volume,Close,NextClose,Y_pred,"pred(True:漲,False:跌)","Ans(True:漲,False:跌)","accurace(True:準確,False:不准)"
20180709,201807,102100,0.736134454,0.733857383,0.733221477,0.074857212,0.729971989,0.735014006,0.713392258,TRUE,TRUE,TRUE
20180709,201807,102200,0.731092437,0.729365525,0.732102908,0.112164297,0.730532213,0.729971989,0.714923739,TRUE,FALSE,FALSE
20180709,201807,102300,0.731092437,0.73048849,0.733221477,0.040709685,0.729971989,0.730532213,0.712624311,FALSE,FALSE,TRUE
20180709,201807,102400,0.729971989,0.72824256,0.732102908,0.038279256,0.729411765,0.729971989,0.710859656,FALSE,FALSE,TRUE
20180709,201807,102500,0.729971989,0.727681078,0.731543624,0.046056629,0.728291317,0.729411765,0.71122098,TRUE,TRUE,TRUE
20180709,201807,102600,0.728851541,0.728804043,0.730425056,0.081783935,0.730532213,0.728291317,0.710080147,FALSE,FALSE,TRUE
20180709,201807,102700,0.731092437,0.728804043,0.732662192,0.030137319,0.730532213,0.730532213,0.709399819,FALSE,FALSE,TRUE
20180709,201807,102800,0.731092437,0.728804043,0.732102908,0.027585369,0.728851541,0.730532213,0.710086584,TRUE,FALSE,FALSE
20180709,201807,102900,0.729411765,0.727681078,0.730425056,0.052497266,0.727170868,0.728851541,0.710894823,TRUE,TRUE,TRUE
20180709,201807,103000,0.727731092,0.727119596,0.730425056,0.046664236,0.728851541,0.727170868,0.710150957,FALSE,TRUE,FALSE
20180709,201807,103100,0.728851541,0.727681078,0.73098434,0.012152145,0.729971989,0.728851541,0.708661199,FALSE,TRUE,FALSE
20180709,201807,103200,0.730532213,0.729365525,0.732662192,0.042897071,0.731652661,0.729971989,0.708944321,TRUE,FALSE,FALSE
20180709,201807,103301,0.732212885,0.729927007,0.73098434,0.04617815,0.727731092,0.731652661,0.709772348,TRUE,FALSE,FALSE
20180709,201807,103400,0.728291317,0.726558113,0.729306488,0.069753311,0.727170868,0.727731092,0.711368799,TRUE,FALSE,FALSE
20180709,201807,103500,0.727731092,0.725435149,0.728747204,0.054441609,0.727170868,0.727170868,0.709879279,FALSE,FALSE,TRUE
20180709,201807,103600,0.727731092,0.724873666,0.728747204,0.038036213,0.726610644,0.727170868,0.707988381,FALSE,FALSE,TRUE
20180709,201807,103700,0.727170868,0.724873666,0.726510067,0.087373921,0.723809524,0.726610644,0.707528949,FALSE,TRUE,FALSE
20180709,201807,103800,0.724369748,0.722627737,0.727069351,0.030380362,0.724369748,0.723809524,0.707195878,FALSE,TRUE,FALSE
20180709,201807,103900,0.724369748,0.723750702,0.727069351,0.034876656,0.724929972,0.724369748,0.705558658,FALSE,TRUE,FALSE
20180709,201807,104000,0.725490196,0.725996631,0.727628635,0.069145704,0.728291317,0.724929972,0.705046058,FALSE,FALSE,TRUE
20180709,201807,104100,0.729411765,0.727119596,0.731543624,0.033661441,0.728291317,0.728291317,0.705521822,TRUE,TRUE,TRUE
20180709,201807,104203,0.728851541,0.728804043,0.731543624,0.035727306,0.729971989,0.728291317,0.707545161,TRUE,TRUE,TRUE
20180709,201807,104300,0.730532213,0.728804043,0.732662192,0.033175355,0.730532213,0.729971989,0.709203243,TRUE,TRUE,TRUE
20180709,201807,104400,0.731652661,0.731611454,0.732662192,0.084214364,0.733333333,0.730532213,0.71016109,TRUE,FALSE,FALSE
20180709,201807,104500,0.733333333,0.731611454,0.734340045,0.056750516,0.731652661,0.733333333,0.710826159,TRUE,TRUE,TRUE
20180709,201807,104600,0.732212885,0.731049972,0.734340045,0.022359947,0.733333333,0.731652661,0.712645411,TRUE,FALSE,FALSE
20180709,201807,104701,0.733333333,0.731611454,0.735458613,0.037671649,0.732773109,0.733333333,0.712627769,FALSE,FALSE,TRUE
20180709,201807,104800,0.733893557,0.731611454,0.734899329,0.026977762,0.732212885,0.732773109,0.712991953,TRUE,FALSE,FALSE
20180709,201807,104902,0.732773109,0.73048849,0.734340045,0.021387775,0.731092437,0.732212885,0.713306069,TRUE,TRUE,TRUE
20180709,201807,105001,0.731652661,0.73048849,0.732102908,0.058573338,0.732212885,0.731092437,0.713044763,FALSE,FALSE,TRUE
20180709,201807,105100,0.732773109,0.73048849,0.733780761,0.009721716,0.731652661,0.732212885,0.712100863,FALSE,TRUE,FALSE
20180709,201807,105203,0.731652661,0.73048849,0.734340045,0.01591931,0.732773109,0.731652661,0.711845279,FALSE,FALSE,TRUE
20180709,201807,105302,0.732773109,0.73048849,0.733780761,0.015676267,0.732212885,0.732773109,0.712184191,TRUE,TRUE,TRUE
20180709,201807,105400,0.732773109,0.732172937,0.734899329,0.044962936,0.733333333,0.732212885,0.712585926,TRUE,FALSE,FALSE
20180709,201807,105500,0.733893557,0.731611454,0.735458613,0.013731924,0.732773109,0.733333333,0.712386608,FALSE,TRUE,FALSE
20180709,201807,105601,0.733333333,0.731049972,0.735458613,0.018957346,0.733333333,0.732773109,0.713449001,TRUE,FALSE,FALSE
20180709,201807,105701,0.733893557,0.731611454,0.736577181,0.012273666,0.733333333,0.733333333,0.713385701,FALSE,FALSE,TRUE
20180709,201807,105801,0.733893557,0.731049972,0.733780761,0.022481468,0.730532213,0.733333333,0.713384986,FALSE,TRUE,FALSE
20180709,201807,105900,0.731652661,0.73048849,0.733221477,0.026613197,0.732773109,0.730532213,0.713848829,TRUE,TRUE,TRUE
20180709,201807,110000,0.733333333,0.733295901,0.736017897,0.055413781,0.734453782,0.732773109,0.712037086,FALSE,FALSE,TRUE
20180709,201807,110100,0.735014006,0.732734419,0.732662192,0.042046421,0.729971989,0.734453782,0.712323904,TRUE,TRUE,TRUE
20180709,201807,110201,0.731092437,0.73048849,0.733221477,0.025397983,0.732212885,0.729971989,0.714452386,TRUE,FALSE,FALSE
20180709,201807,110300,0.732773109,0.73048849,0.734340045,0.015311703,0.731652661,0.732212885,0.71210742,FALSE,FALSE,TRUE
20180709,201807,110407,0.732212885,0.729365525,0.733221477,0.017742131,0.730532213,0.731652661,0.71205163,FALSE,FALSE,TRUE
20180709,201807,110500,0.731092437,0.728804043,0.732662192,0.025641026,0.729411765,0.730532213,0.712309599,TRUE,TRUE,TRUE
20180709,201807,110600,0.730532213,0.72824256,0.732662192,0.020537125,0.730532213,0.729411765,0.711300492,FALSE,FALSE,TRUE
20180709,201807,110704,0.731092437,0.728804043,0.733221477,0.010815409,0.730532213,0.730532213,0.710485935,FALSE,TRUE,FALSE
20180709,201807,110800,0.731652661,0.73048849,0.733780761,0.040588164,0.731652661,0.730532213,0.710696459,TRUE,TRUE,TRUE
20180709,201807,110903,0.732212885,0.73048849,0.734340045,0.009357152,0.732773109,0.731652661,0.711033344,TRUE,TRUE,TRUE
20180709,201807,111001,0.733333333,0.731049972,0.736017897,0.018835825,0.733333333,0.732773109,0.712033749,TRUE,TRUE,TRUE
20180709,201807,111103,0.733333333,0.734418866,0.736017897,0.093814558,0.73557423,0.733333333,0.712656617,TRUE,FALSE,FALSE
20180709,201807,111200,0.736694678,0.734418866,0.738814318,0.027585369,0.73557423,0.73557423,0.713513374,TRUE,FALSE,FALSE
20180709,201807,111300,0.736134454,0.733857383,0.737695749,0.02770689,0.73557423,0.73557423,0.715118766,TRUE,TRUE,TRUE
20180709,201807,111402,0.736134454,0.736103313,0.738814318,0.107668003,0.736694678,0.73557423,0.716196179,TRUE,FALSE,FALSE
20180709,201807,111500,0.737815126,0.737226277,0.736577181,0.126260785,0.735014006,0.736694678,0.715735435,FALSE,TRUE,FALSE
20180709,201807,111601,0.735014006,0.733295901,0.737695749,0.015676267,0.73557423,0.735014006,0.716911554,TRUE,TRUE,TRUE
20180709,201807,111703,0.73557423,0.734418866,0.737695749,0.026613197,0.736694678,0.73557423,0.716243386,FALSE,FALSE,TRUE
20180709,201807,111801,0.737254902,0.734980348,0.738814318,0.014218009,0.736134454,0.736694678,0.715470195,FALSE,FALSE,TRUE
20180709,201807,111900,0.736134454,0.733857383,0.736577181,0.022238425,0.734453782,0.736134454,0.716216445,TRUE,FALSE,FALSE
20180709,201807,112000,0.734453782,0.733295901,0.736017897,0.033661441,0.733333333,0.734453782,0.716612458,TRUE,TRUE,TRUE
20180709,201807,112100,0.733333333,0.732734419,0.736017897,0.014947138,0.733893557,0.733333333,0.71506989,FALSE,TRUE,FALSE
20180709,201807,112201,0.735014006,0.733857383,0.737136465,0.02855754,0.735014006,0.733893557,0.714186072,FALSE,TRUE,FALSE
20180709,201807,112301,0.73557423,0.734980348,0.738255034,0.033296877,0.736694678,0.735014006,0.714130282,FALSE,TRUE,FALSE
20180709,201807,112401,0.737254902,0.734980348,0.739373602,0.022481468,0.737254902,0.736694678,0.715266228,TRUE,TRUE,TRUE
20180709,201807,112502,0.737254902,0.736103313,0.738814318,0.040102078,0.737815126,0.737254902,0.716478109,TRUE,FALSE,FALSE
20180709,201807,112600,0.738935574,0.736103313,0.74049217,0.017985174,0.737254902,0.737815126,0.717147946,TRUE,TRUE,TRUE
20180709,201807,112702,0.73837535,0.736664795,0.74049217,0.029529712,0.737815126,0.737254902,0.717489719,TRUE,FALSE,FALSE
20180709,201807,112801,0.73837535,0.736103313,0.739932886,0.025276461,0.737254902,0.737815126,0.717882395,TRUE,TRUE,TRUE
20180709,201807,112902,0.737815126,0.736103313,0.74049217,0.015311703,0.73837535,0.737254902,0.718151569,TRUE,FALSE,FALSE
20180709,201807,113000,0.738935574,0.736664795,0.739932886,0.030380362,0.737815126,0.73837535,0.717683077,FALSE,FALSE,TRUE
20180709,201807,113105,0.73837535,0.736103313,0.739932886,0.010693887,0.737254902,0.737815126,0.718160152,TRUE,TRUE,TRUE
20180709,201807,113206,0.737815126,0.73778776,0.74049217,0.031595577,0.740056022,0.737254902,0.718090057,FALSE,FALSE,TRUE
20180709,201807,113300,0.740616246,0.738910724,0.742729306,0.082391542,0.740056022,0.740056022,0.717689991,FALSE,FALSE,TRUE
20180709,201807,113401,0.741176471,0.738910724,0.742729306,0.031717098,0.740056022,0.740056022,0.719178915,TRUE,FALSE,FALSE
20180709,201807,113501,0.740616246,0.739472207,0.743288591,0.036456435,0.740056022,0.740056022,0.720279932,TRUE,FALSE,FALSE
20180709,201807,113600,0.740616246,0.738910724,0.742729306,0.033418398,0.740056022,0.740056022,0.72037077,TRUE,TRUE,TRUE
20180709,201807,113705,0.740616246,0.739472207,0.743288591,0.025884069,0.741736695,0.740056022,0.720566273,TRUE,TRUE,TRUE
20180709,201807,113801,0.741736695,0.742279618,0.743847875,0.138291408,0.743417367,0.741736695,0.720302701,FALSE,FALSE,TRUE
20180709,201807,113900,0.743977591,0.742279618,0.744966443,0.044598372,0.742857143,0.743417367,0.721188188,TRUE,FALSE,FALSE
20180709,201807,114001,0.743417367,0.740595171,0.744966443,0.026734719,0.742857143,0.742857143,0.722703576,TRUE,FALSE,FALSE
20180709,201807,114101,0.742857143,0.741156654,0.744966443,0.033661441,0.742296919,0.742857143,0.723064899,TRUE,FALSE,FALSE
20180709,201807,114200,0.742296919,0.740033689,0.742170022,0.058451817,0.738935574,0.742296919,0.722595692,FALSE,TRUE,FALSE
20180709,201807,114300,0.740056022,0.73778776,0.742170022,0.019200389,0.739495798,0.738935574,0.722455859,FALSE,TRUE,FALSE
