Open,High,Low,Close,NextClose,LSTM_pred,LSTM_test
0.696696696696697,0.7124060150375939,0.7398809523809522,0.7612307692307692,0.7907692307692304,0.72983766,0.7907692307692304
0.786786786786787,0.7550125313283207,0.7982142857142858,0.7907692307692304,0.7341538461538457,0.77891934,0.7341538461538457
0.711711711711712,0.6998746867167913,0.7351190476190474,0.7341538461538457,0.809846153846153,0.7177791,0.809846153846153
0.7309309309309313,0.7587719298245608,0.7559523809523814,0.809846153846153,0.8763076923076918,0.7672122,0.8763076923076918
0.8318318318318321,0.8214285714285712,0.850595238095238,0.8763076923076918,0.8559999999999999,0.84470385,0.8559999999999999
0.85945945945946,0.8364661654135332,0.8738095238095243,0.8559999999999999,0.8270769230769224,0.8452268,0.8270769230769224
0.8324324324324328,0.8020050125313283,0.8434523809523808,0.8270769230769224,0.873846153846153,0.8176252,0.873846153846153
0.844444444444445,0.8352130325814535,0.8642857142857148,0.873846153846153,0.7981538461538458,0.8490944,0.7981538461538458
0.8006006006006006,0.7850877192982457,0.8148809523809524,0.7981538461538458,0.8615384615384611,0.7880774,0.8615384615384611
0.8114114114114113,0.8195488721804507,0.8488095238095239,0.8615384615384611,0.8652307692307692,0.83098936,0.8652307692307692
0.854654654654655,0.8302005012531328,0.8660714285714288,0.8652307692307692,0.8904615384615377,0.84787154,0.8904615384615377
0.8516516516516521,0.8402255639097742,0.8708333333333336,0.8904615384615377,0.8867692307692305,0.86063766,0.8867692307692305
0.8630630630630636,0.8477443609022552,0.9000000000000004,0.8867692307692305,0.9175384615384612,0.8664968,0.9175384615384612
0.8924924924924929,0.8690476190476186,0.913095238095238,0.9175384615384612,0.9649230769230766,0.89217377,0.9649230769230766
0.9039039039039043,0.9122807017543861,0.9398809523809524,0.9649230769230766,0.9329230769230765,0.92289865,0.9329230769230765
0.9291291291291293,0.9197994987468672,0.9511904761904759,0.9329230769230765,0.9630769230769225,0.91655695,0.9630769230769225
0.9057057057057056,0.9135338345864659,0.9369047619047617,0.9630769230769225,0.9987692307692306,0.92219186,0.9987692307692306
0.9675675675675679,0.9511278195488719,0.9946428571428569,0.9987692307692306,0.8904615384615377,0.9660207,0.8904615384615377
0.9759759759759765,0.9454887218045114,0.9065476190476192,0.8904615384615377,0.9513846153846153,0.89379275,0.9513846153846153
0.9075075075075079,0.9010025062656641,0.9458333333333337,0.9513846153846153,0.9587692307692306,0.9178865,0.9587692307692306
0.9411411411411414,0.9379699248120295,0.9625000000000004,0.9587692307692306,0.9501538461538459,0.9341655,0.9501538461538459
0.9387387387387394,0.9172932330827068,0.9595238095238097,0.9501538461538459,1.0,0.9286398,1.0
0.9471471471471471,0.9592731829573928,0.9869047619047624,1.0,0.9803076923076919,0.9594544,0.9803076923076919
0.9657657657657657,0.9392230576441101,0.9702380952380958,0.9803076923076919,0.9446153846153846,0.9533011,0.9446153846153846
0.9291291291291293,0.9291979949874687,0.9607142857142854,0.9446153846153846,0.8203076923076917,0.92366624,0.8203076923076917
0.8924924924924929,0.860275689223057,0.8053571428571429,0.8203076923076917,0.8590769230769224,0.8172413,0.8590769230769224
0.8216216216216221,0.8095238095238093,0.8434523809523808,0.8590769230769224,0.8079999999999998,0.8319584,0.8079999999999998
